CMDLINE python main.py
MEM 651.101562 1510390077.2804
MEM 653.421875 1510390077.4603
MEM 656.000000 1510390077.6407
MEM 658.320312 1510390077.8209
MEM 660.898438 1510390078.0008
MEM 663.218750 1510390078.1813
MEM 665.796875 1510390078.3613
MEM 668.117188 1510390078.5417
MEM 670.695312 1510390078.7220
MEM 673.015625 1510390078.9023
MEM 675.335938 1510390079.0832
MEM 677.914062 1510390079.2674
MEM 680.492188 1510390079.4602
MEM 683.070312 1510390079.6550
MEM 685.906250 1510390079.8485
MEM 688.226562 1510390080.0365
MEM 692.093750 1510390080.2267
MEM 694.929688 1510390080.4134
MEM 697.507812 1510390080.5974
MEM 699.828125 1510390080.7792
MEM 702.406250 1510390080.9649
MEM 704.726562 1510390081.1504
MEM 707.304688 1510390081.3359
MEM 709.882812 1510390081.5217
MEM 712.460938 1510390081.7069
MEM 715.039062 1510390081.8918
MEM 717.359375 1510390082.0727
MEM 719.679688 1510390082.2558
MEM 722.257812 1510390082.4400
MEM 724.824219 1510390082.6244
MEM 727.402344 1510390082.8086
MEM 729.722656 1510390082.9926
MEM 732.300781 1510390083.1735
MEM 734.878906 1510390083.3573
MEM 737.199219 1510390083.5428
MEM 739.777344 1510390083.7265
MEM 742.355469 1510390083.9096
MEM 744.675781 1510390084.0931
MEM 747.253906 1510390084.2737
MEM 749.832031 1510390084.4585
MEM 752.152344 1510390084.6429
MEM 754.730469 1510390084.8288
MEM 757.308594 1510390085.0133
MEM 760.660156 1510390085.2032
MEM 763.753906 1510390085.3870
MEM 765.558594 1510390085.5708
MEM 767.621094 1510390085.7527
MEM 769.636719 1510390085.9342
MEM 771.585938 1510390086.1154
MEM 773.265625 1510390086.2963
MEM 773.878906 1510390086.4776
MEM 775.312500 1510390086.6588
MEM 775.578125 1510390086.8401
MEM 777.160156 1510390087.0221
MEM 779.437500 1510390087.2037
MEM 781.675781 1510390087.3849
MEM 784.222656 1510390087.5661
MEM 786.152344 1510390087.7494
MEM 786.613281 1510390087.9356
MEM 788.160156 1510390088.1175
MEM 739.742188 1510390102.0275
MEM 742.578125 1510390102.3512
MEM 745.156250 1510390102.5367
MEM 747.218750 1510390102.7190
MEM 749.539062 1510390102.9014
MEM 751.343750 1510390103.0845
MEM 754.179688 1510390103.3351
MEM 756.242188 1510390103.5226
MEM 758.820312 1510390103.7144
MEM 760.882812 1510390103.8973
MEM 762.945312 1510390104.0791
MEM 764.492188 1510390104.2613
MEM 766.554688 1510390104.4442
MEM 768.875000 1510390104.6253
MEM 771.453125 1510390104.8063
MEM 773.773438 1510390104.9881
MEM 776.609375 1510390105.1694
MEM 779.703125 1510390105.3756
MEM 781.507812 1510390105.5580
MEM 781.496094 1510390105.7409
MEM 781.753906 1510390105.9208
MEM 781.753906 1510390106.1002
MEM 781.753906 1510390106.2793
MEM 782.527344 1510390106.4588
MEM 784.589844 1510390106.6397
MEM 739.996094 1510390108.0887
MEM 740.253906 1510390108.2692
MEM 740.253906 1510390108.4488
MEM 740.253906 1510390108.6280
MEM 740.253906 1510390108.8073
MEM 740.253906 1510390108.9867
MEM 740.253906 1510390109.1661
MEM 740.253906 1510390109.3454
MEM 740.253906 1510390109.5247
MEM 740.511719 1510390109.7051
MEM 740.511719 1510390110.9558
MEM 740.511719 1510390111.1368
MEM 740.511719 1510390111.3162
MEM 740.511719 1510390111.4955
MEM 740.511719 1510390111.6747
MEM 740.511719 1510390111.8539
MEM 740.511719 1510390112.0334
MEM 740.511719 1510390112.2129
MEM 740.511719 1510390112.3921
MEM 740.511719 1510390112.5714
MEM 740.511719 1510390112.7506
MEM 741.027344 1510390112.9304
MEM 741.027344 1510390113.1099
MEM 741.027344 1510390113.2892
MEM 741.027344 1510390113.4683
MEM 741.027344 1510390113.6476
MEM 741.027344 1510390113.8269
MEM 741.027344 1510390114.0061
MEM 743.863281 1510390116.0842
MEM 744.636719 1510390116.2723
MEM 746.183594 1510390116.4796
MEM 748.246094 1510390116.6637
MEM 750.308594 1510390116.8472
MEM 752.628906 1510390117.0305
MEM 754.949219 1510390117.2648
MEM 757.011719 1510390117.4519
MEM 758.558594 1510390117.6366
MEM 754.105469 1510390117.8245
MEM 754.105469 1510390118.0058
MEM 754.105469 1510390118.1879
MEM 754.105469 1510390118.3690
MEM 754.105469 1510390118.5513
MEM 754.105469 1510390118.7341
MEM 754.105469 1510390118.9152
MEM 754.105469 1510390119.0961
MEM 754.105469 1510390119.2770
MEM 755.394531 1510390119.4593
MEM 757.714844 1510390119.6453
MEM 759.777344 1510390119.8308
MEM 762.097656 1510390120.0171
MEM 764.417969 1510390120.2001
MEM 766.222656 1510390120.3844
MEM 767.511719 1510390120.5686
MEM 769.832031 1510390120.7512
MEM 772.410156 1510390120.9344
MEM 774.988281 1510390121.1184
MEM 777.566406 1510390121.3271
MEM 779.628906 1510390121.5116
MEM 781.175781 1510390121.6963
MEM 774.312500 1510390121.8818
MEM 774.312500 1510390122.0625
MEM 774.828125 1510390124.4347
MEM 775.859375 1510390124.6166
MEM 776.632812 1510390124.7989
MEM 779.210938 1510390125.1724
MEM 776.519531 1510390125.3556
MEM 722.949219 1510390125.5384
MEM 713.113281 1510390125.7194
MEM 713.113281 1510390125.8999
MEM 713.113281 1510390126.0802
MEM 710.660156 1510390126.2610
MEM 710.660156 1510390126.4413
MEM 710.660156 1510390126.6218
MEM 710.917969 1510390126.8029
MEM 710.917969 1510390126.9832
MEM 710.917969 1510390127.1636
MEM 710.917969 1510390127.3441
MEM 710.917969 1510390127.5246
MEM 710.917969 1510390127.7050
MEM 710.917969 1510390127.8854
MEM 711.175781 1510390128.0660
MEM 711.433594 1510390128.2468
MEM 711.433594 1510390128.4270
MEM 711.433594 1510390128.6074
MEM 711.433594 1510390128.7877
MEM 711.433594 1510390128.9682
MEM 711.433594 1510390129.1488
MEM 711.433594 1510390129.3291
MEM 711.691406 1510390129.5098
MEM 711.691406 1510390129.6903
MEM 711.691406 1510390129.8706
MEM 711.691406 1510390130.0511
MEM 711.691406 1510390130.2318
MEM 711.691406 1510390130.4122
MEM 711.691406 1510390130.5927
MEM 711.949219 1510390130.7733
MEM 712.207031 1510390130.9540
MEM 712.207031 1510390131.1345
MEM 712.207031 1510390131.3150
MEM 712.207031 1510390131.4954
MEM 712.207031 1510390131.6760
MEM 712.207031 1510390131.8565
MEM 712.207031 1510390132.0370
MEM 712.464844 1510390132.2176
MEM 712.464844 1510390132.3982
MEM 712.464844 1510390132.5795
MEM 712.464844 1510390132.7600
MEM 712.464844 1510390132.9405
MEM 712.464844 1510390133.1207
MEM 712.464844 1510390133.3012
MEM 712.464844 1510390133.4816
MEM 712.980469 1510390133.6637
MEM 714.269531 1510390137.7439
MEM 715.300781 1510390137.9267
MEM 717.105469 1510390138.1101
MEM 718.910156 1510390138.2926
MEM 720.714844 1510390138.4755
MEM 722.519531 1510390138.6592
MEM 724.839844 1510390138.8422
MEM 726.902344 1510390139.0253
MEM 729.222656 1510390139.2092
MEM 731.285156 1510390139.3923
MEM 733.347656 1510390139.5754
MEM 735.152344 1510390139.7586
MEM 736.957031 1510390139.9413
MEM 739.019531 1510390140.1236
MEM 742.113281 1510390140.3499
MEM 744.433594 1510390140.5324
MEM 747.269531 1510390140.7894
MEM 749.847656 1510390140.9713
MEM 752.425781 1510390141.1532
MEM 754.746094 1510390141.3348
MEM 757.324219 1510390141.5192
MEM 759.128906 1510390141.7012
MEM 761.707031 1510390141.8836
MEM 763.769531 1510390142.0662
MEM 766.089844 1510390142.2485
MEM 768.410156 1510390142.4303
MEM 770.730469 1510390142.6117
MEM 773.308594 1510390142.7962
MEM 775.628906 1510390142.9815
MEM 775.222656 1510390143.1653
MEM 775.222656 1510390143.3454
MEM 775.222656 1510390143.5252
MEM 777.285156 1510390143.8936
MEM 778.574219 1510390144.0749
MEM 779.863281 1510390144.2561
MEM 764.523438 1510390144.4397
MEM 714.542969 1510390144.6219
MEM 714.542969 1510390144.8027
MEM 714.542969 1510390144.9825
MEM 714.542969 1510390145.1625
MEM 714.492188 1510390145.3427
MEM 714.492188 1510390145.5225
MEM 714.492188 1510390145.7025
MEM 714.492188 1510390145.8824
MEM 714.492188 1510390146.0621
MEM 714.492188 1510390146.2419
MEM 714.492188 1510390146.4218
MEM 714.492188 1510390146.6015
MEM 714.750000 1510390146.7817
MEM 715.007812 1510390146.9620
MEM 715.007812 1510390147.1419
MEM 715.007812 1510390148.0740
MEM 703.925781 1510390148.2553
MEM 703.925781 1510390148.4349
MEM 703.925781 1510390148.6150
MEM 703.925781 1510390148.7948
MEM 703.925781 1510390148.9747
MEM 703.925781 1510390149.1547
MEM 703.925781 1510390149.3346
MEM 704.441406 1510390149.5148
MEM 704.441406 1510390149.6947
MEM 704.441406 1510390149.8745
MEM 704.441406 1510390150.0544
MEM 704.441406 1510390150.2344
MEM 704.441406 1510390150.4142
MEM 704.441406 1510390150.5939
MEM 704.441406 1510390150.7738
MEM 704.699219 1510390150.9547
MEM 704.699219 1510390151.1346
MEM 704.699219 1510390151.3145
MEM 704.699219 1510390151.4945
MEM 704.699219 1510390151.6742
MEM 704.699219 1510390151.8541
MEM 704.699219 1510390152.0339
MEM 704.957031 1510390152.2137
MEM 705.214844 1510390152.3939
MEM 705.214844 1510390152.5739
MEM 705.214844 1510390152.7538
MEM 705.214844 1510390152.9338
MEM 705.214844 1510390153.1137
MEM 705.214844 1510390153.2936
MEM 705.214844 1510390153.4736
MEM 705.730469 1510390153.6540
MEM 705.730469 1510390153.8338
MEM 705.730469 1510390154.0138
MEM 705.730469 1510390154.1938
MEM 705.730469 1510390154.3736
MEM 705.730469 1510390154.5535
MEM 705.730469 1510390154.7333
MEM 705.730469 1510390154.9129
MEM 705.730469 1510390155.0929
MEM 705.730469 1510390155.2728
MEM 705.730469 1510390155.4527
MEM 705.730469 1510390155.6328
MEM 706.246094 1510390155.8140
MEM 706.246094 1510390155.9939
MEM 706.246094 1510390156.1738
MEM 706.246094 1510390156.3536
MEM 706.246094 1510390156.5334
MEM 706.246094 1510390156.7135
MEM 706.246094 1510390156.8935
MEM 706.246094 1510390157.0734
MEM 708.050781 1510390161.8035
MEM 709.597656 1510390161.9866
MEM 711.402344 1510390162.1703
MEM 712.691406 1510390162.3523
MEM 714.496094 1510390162.5343
MEM 716.558594 1510390162.7175
MEM 718.878906 1510390162.9004
MEM 721.199219 1510390163.0840
MEM 723.261719 1510390163.2683
MEM 725.582031 1510390163.4519
MEM 727.386719 1510390163.6370
MEM 728.933594 1510390163.8193
MEM 730.480469 1510390164.0031
MEM 733.316406 1510390164.2557
MEM 735.894531 1510390164.4373
MEM 738.472656 1510390164.6190
MEM 741.050781 1510390164.8020
MEM 743.371094 1510390164.9844
MEM 746.464844 1510390165.1662
MEM 749.816406 1510390165.3486
MEM 752.394531 1510390165.5340
MEM 754.714844 1510390165.7198
MEM 756.832031 1510390165.9052
MEM 764.527344 1510390166.0899
MEM 786.832031 1510390166.4649
MEM 785.828125 1510390166.6468
MEM 770.441406 1510390166.8299
MEM 765.082031 1510390167.6348
MEM 764.886719 1510390167.8166
MEM 758.261719 1510390168.9649
MEM 738.996094 1510390192.9574
MEM 736.730469 1510390196.8381
MEM 736.113281 1510390197.0204
MEM 738.175781 1510390197.2015
MEM 738.175781 1510390197.3820
MEM 738.175781 1510390197.5623
MEM 738.175781 1510390197.7428
MEM 735.066406 1510390197.9235
MEM 732.488281 1510390198.1040
MEM 732.429688 1510390198.2849
MEM 732.429688 1510390199.4967
MEM 730.433594 1510390199.6774
MEM 730.363281 1510390199.8581
MEM 729.226562 1510390200.0388
MEM 728.238281 1510390200.2198
MEM 726.878906 1510390200.4006
MEM 725.855469 1510390200.5813
MEM 725.351562 1510390200.7620
MEM 721.730469 1510390200.9429
MEM 721.730469 1510390201.1235
MEM 723.660156 1510390201.3051
MEM 722.078125 1510390201.9038
MEM 721.562500 1510390202.0850
MEM 721.562500 1510390202.2654
MEM 723.496094 1510390202.4473
MEM 723.496094 1510390202.6276
MEM 723.496094 1510390202.8080
MEM 720.496094 1510390202.9890
MEM 720.496094 1510390203.1698
MEM 724.492188 1510390203.3506
MEM 721.367188 1510390203.5313
MEM 721.367188 1510390203.7124
MEM 723.429688 1510390203.8940
MEM 718.917969 1510390204.0749
MEM 718.917969 1510390204.2554
MEM 718.917969 1510390204.4360
MEM 718.917969 1510390204.6164
MEM 718.917969 1510390204.7967
MEM 718.917969 1510390204.9770
MEM 718.804688 1510390205.1578
MEM 714.554688 1510390205.3386
MEM 722.546875 1510390205.5191
MEM 722.546875 1510390205.6999
MEM 724.480469 1510390205.8806
MEM 723.753906 1510390206.0611
MEM 723.011719 1510390206.2431
MEM 724.945312 1510390206.4241
MEM 724.945312 1510390206.6045
MEM 722.976562 1510390206.7859
MEM 722.976562 1510390206.9663
MEM 724.910156 1510390207.1479
MEM 724.910156 1510390207.3284
MEM 721.410156 1510390207.5092
MEM 721.335938 1510390207.6895
MEM 721.335938 1510390207.8699
MEM 721.335938 1510390208.0502
MEM 721.335938 1510390208.2539
MEM 721.335938 1510390208.4346
MEM 721.335938 1510390208.6152
MEM 717.835938 1510390208.7958
MEM 717.835938 1510390208.9764
MEM 717.835938 1510390209.1568
MEM 716.488281 1510390209.3374
MEM 709.781250 1510390209.5193
MEM 709.656250 1510390209.7007
MEM 717.648438 1510390209.8862
MEM 719.710938 1510390210.0675
MEM 719.710938 1510390210.2490
MEM 719.710938 1510390210.4299
MEM 719.710938 1510390210.6105
MEM 719.710938 1510390210.7910
MEM 719.710938 1510390210.9713
MEM 718.820312 1510390224.5114
MEM 720.109375 1510390224.6942
MEM 720.109375 1510390224.8746
MEM 720.109375 1510390225.0551
MEM 720.109375 1510390225.2360
MEM 719.167969 1510390225.4166
MEM 722.210938 1510390225.5995
MEM 724.144531 1510390225.7831
MEM 724.144531 1510390225.9629
MEM 719.644531 1510390226.1431
MEM 719.593750 1510390226.3225
MEM 721.656250 1510390226.5027
MEM 722.171875 1510390226.6823
MEM 723.589844 1510390226.8627
MEM 725.062500 1510390227.0562
MEM 725.062500 1510390227.2355
MEM 725.062500 1510390227.4147
MEM 719.562500 1510390227.5938
MEM 719.683594 1510390231.4921
MEM 719.683594 1510390231.6716
MEM 719.683594 1510390231.8510
MEM 715.382812 1510390232.0303
MEM 723.890625 1510390232.2102
MEM 727.371094 1510390232.3921
MEM 726.667969 1510390232.5718
MEM 726.644531 1510390232.7512
MEM 727.863281 1510390232.9318
MEM 730.554688 1510390233.1141
MEM 730.554688 1510390233.2932
MEM 730.554688 1510390233.4722
MEM 730.554688 1510390233.6513
MEM 730.554688 1510390233.8305
MEM 726.878906 1510390234.0099
MEM 726.429688 1510390234.1905
MEM 728.492188 1510390234.3698
MEM 728.492188 1510390234.5488
MEM 728.492188 1510390234.7280
MEM 728.492188 1510390234.9074
MEM 723.992188 1510390235.0869
MEM 732.062500 1510390239.5661
MEM 735.019531 1510390241.8667
MEM 735.019531 1510390242.0491
MEM 735.019531 1510390242.2296
MEM 735.019531 1510390242.4099
MEM 735.019531 1510390242.5912
MEM 735.019531 1510390242.7718
MEM 739.015625 1510390242.9559
MEM 739.015625 1510390243.1374
MEM 739.015625 1510390243.3180
MEM 739.015625 1510390243.4984
MEM 740.949219 1510390243.6801
MEM 728.570312 1510390285.0956
MEM 732.812500 1510390285.4093
MEM 734.507812 1510390285.5958
MEM 740.441406 1510390285.8931
MEM 746.644531 1510390286.0784
MEM 750.769531 1510390286.2633
MEM 754.652344 1510390286.4479
MEM 759.035156 1510390286.6326
MEM 762.917969 1510390286.8180
MEM 767.042969 1510390287.0028
MEM 769.511719 1510390287.1874
MEM 598.113281 1510390287.3725
MEM 378.761719 1510390287.5576
MEM 380.320312 1510390287.7426
MEM 382.222656 1510390287.9282
MEM 383.691406 1510390288.1144
MEM 386.269531 1510390288.2978
MEM 388.847656 1510390288.4811
MEM 391.167969 1510390288.6644
MEM 393.746094 1510390288.8482
MEM 396.324219 1510390289.0313
MEM 398.644531 1510390289.2146
MEM 401.222656 1510390289.3979
MEM 403.800781 1510390289.5811
MEM 406.121094 1510390289.7643
MEM 408.699219 1510390289.9475
MEM 411.535156 1510390290.1308
MEM 414.628906 1510390290.3256
MEM 417.207031 1510390290.5087
MEM 419.527344 1510390290.6919
MEM 422.105469 1510390290.8756
MEM 424.683594 1510390291.0591
MEM 427.003906 1510390291.2426
MEM 429.582031 1510390291.4258
MEM 431.902344 1510390291.6091
MEM 434.480469 1510390291.7924
MEM 437.058594 1510390291.9757
MEM 439.378906 1510390292.1589
MEM 441.957031 1510390292.3420
MEM 444.535156 1510390292.5255
MEM 447.113281 1510390292.7086
MEM 507.203125 1510390292.9105
MEM 448.980469 1510390293.1027
MEM 451.558594 1510390293.2862
MEM 454.136719 1510390293.4695
MEM 456.457031 1510390293.6525
MEM 459.035156 1510390293.8357
MEM 461.613281 1510390294.0191
MEM 463.414062 1510390294.2022
MEM 464.589844 1510390294.3916
MEM 465.417969 1510390294.5814
MEM 466.886719 1510390294.7689
MEM 468.117188 1510390294.9584
MEM 469.125000 1510390295.1465
MEM 470.171875 1510390295.3372
MEM 470.972656 1510390295.5304
MEM 471.898438 1510390295.7178
MEM 472.687500 1510390295.8996
MEM 473.359375 1510390296.0813
MEM 474.324219 1510390296.2632
MEM 474.980469 1510390296.4453
MEM 476.039062 1510390296.6265
MEM 476.750000 1510390296.8073
MEM 477.308594 1510390296.9893
MEM 478.835938 1510390297.1713
MEM 479.570312 1510390297.3537
MEM 480.347656 1510390297.5348
MEM 480.742188 1510390297.7176
MEM 480.945312 1510390297.8994
MEM 480.945312 1510390298.0825
MEM 481.316406 1510390298.2639
MEM 482.164062 1510390298.4454
MEM 482.851562 1510390298.6271
MEM 482.957031 1510390298.8094
MEM 483.121094 1510390298.9924
MEM 483.382812 1510390299.1738
MEM 483.386719 1510390299.3586
MEM 483.386719 1510390299.5428
MEM 483.726562 1510390299.7277
MEM 483.726562 1510390299.9121
MEM 483.890625 1510390300.0965
MEM 484.218750 1510390300.2792
MEM 484.343750 1510390300.4644
MEM 484.343750 1510390300.6477
MEM 484.527344 1510390300.8315
MEM 484.527344 1510390301.0156
MEM 484.718750 1510390301.1990
MEM 484.718750 1510390301.3825
MEM 484.933594 1510390301.5657
MEM 484.933594 1510390301.7490
MEM 485.160156 1510390301.9324
MEM 485.160156 1510390302.1161
MEM 485.160156 1510390302.2993
MEM 485.386719 1510390302.4828
MEM 485.386719 1510390302.6660
MEM 485.613281 1510390302.8493
MEM 485.613281 1510390303.0331
MEM 485.835938 1510390303.2171
MEM 485.835938 1510390303.4008
MEM 486.035156 1510390303.5848
MEM 486.035156 1510390303.7689
MEM 486.261719 1510390303.9524
MEM 487.226562 1510390304.1341
MEM 488.625000 1510390304.3143
MEM 489.375000 1510390304.4963
MEM 489.914062 1510390304.6774
MEM 490.929688 1510390304.8593
MEM 491.234375 1510390305.0407
MEM 491.710938 1510390305.2239
MEM 491.925781 1510390305.4083
MEM 491.925781 1510390305.5913
MEM 491.925781 1510390305.7754
MEM 491.925781 1510390305.9596
MEM 491.925781 1510390306.1444
MEM 491.925781 1510390306.3286
MEM 492.421875 1510390306.5190
MEM 492.929688 1510390306.7009
MEM 492.957031 1510390306.8836
CHLD 0 1.757812 1510390306.9663
MEM 492.996094 1510390307.0676
CHLD 0 1.757812 1510390307.1482
CHLD 1 1.417969 1510390307.1485
MEM 492.996094 1510390307.2499
CHLD 0 1.757812 1510390307.3305
CHLD 1 4.023438 1510390307.3308
MEM 492.996094 1510390307.4320
CHLD 0 1.757812 1510390307.5124
CHLD 1 4.367188 1510390307.5127
MEM 492.996094 1510390307.6140
CHLD 0 1.757812 1510390307.6947
CHLD 1 8.113281 1510390307.6950
MEM 492.996094 1510390307.7963
CHLD 0 1.757812 1510390307.8770
CHLD 1 10.402344 1510390307.8773
MEM 492.996094 1510390307.9786
CHLD 0 1.757812 1510390308.0604
CHLD 1 13.167969 1510390308.0607
MEM 492.996094 1510390308.1620
CHLD 0 1.757812 1510390308.2436
CHLD 1 13.660156 1510390308.2439
MEM 492.996094 1510390308.3453
CHLD 0 1.757812 1510390308.4275
CHLD 1 14.417969 1510390308.4278
MEM 492.996094 1510390308.5291
CHLD 0 1.757812 1510390308.6120
CHLD 1 15.691406 1510390308.6123
MEM 492.996094 1510390308.7135
CHLD 0 1.757812 1510390308.7955
CHLD 1 16.371094 1510390308.7958
MEM 492.996094 1510390308.8971
CHLD 0 1.757812 1510390308.9791
CHLD 1 18.281250 1510390308.9794
MEM 492.996094 1510390309.0808
CHLD 0 1.757812 1510390309.1685
CHLD 1 20.066406 1510390309.1688
MEM 492.996094 1510390309.2703
CHLD 0 1.757812 1510390309.3582
CHLD 1 21.460938 1510390309.3586
MEM 492.996094 1510390309.4601
CHLD 0 1.757812 1510390309.5518
CHLD 1 22.812500 1510390309.5521
MEM 492.996094 1510390309.6535
CHLD 0 1.757812 1510390309.7454
CHLD 1 24.500000 1510390309.7457
MEM 492.996094 1510390309.8471
CHLD 0 1.757812 1510390309.9339
CHLD 1 26.175781 1510390309.9343
MEM 492.996094 1510390310.0357
CHLD 0 1.757812 1510390310.1257
CHLD 1 27.574219 1510390310.1260
MEM 492.996094 1510390310.2275
CHLD 0 1.757812 1510390310.3190
CHLD 1 28.828125 1510390310.3193
MEM 492.996094 1510390310.4208
CHLD 0 1.757812 1510390310.5111
CHLD 1 30.203125 1510390310.5114
MEM 492.996094 1510390310.6128
CHLD 0 1.757812 1510390310.6976
CHLD 1 31.105469 1510390310.6979
MEM 492.996094 1510390310.7993
CHLD 0 1.757812 1510390310.8837
CHLD 1 32.257812 1510390310.8840
MEM 492.996094 1510390310.9853
CHLD 0 1.757812 1510390311.0688
CHLD 1 33.593750 1510390311.0691
MEM 492.996094 1510390311.1706
CHLD 0 1.757812 1510390311.2541
CHLD 1 33.882812 1510390311.2545
MEM 492.996094 1510390311.3558
CHLD 0 1.757812 1510390311.4439
CHLD 1 34.343750 1510390311.4442
MEM 492.996094 1510390311.5456
CHLD 0 1.757812 1510390311.6303
CHLD 1 34.562500 1510390311.6306
MEM 492.996094 1510390311.7320
CHLD 0 1.757812 1510390311.8139
CHLD 1 0.703125 1510390311.8142
MEM 492.996094 1510390311.9155
CHLD 0 1.757812 1510390311.9969
MEM 492.996094 1510390312.0983
CHLD 0 1.757812 1510390312.1814
CHLD 1 1.519531 1510390312.1817
CHLD 2 4.710938 1510390312.1820
MEM 492.996094 1510390312.2833
CHLD 0 1.757812 1510390312.3723
CHLD 1 1.519531 1510390312.3726
CHLD 2 7.207031 1510390312.3729
MEM 492.996094 1510390312.4742
CHLD 0 1.757812 1510390312.5568
CHLD 1 1.519531 1510390312.5571
CHLD 2 7.460938 1510390312.5574
MEM 493.078125 1510390312.6587
MEM 493.082031 1510390312.8420
MEM 493.082031 1510390313.0255
MEM 493.082031 1510390313.2086
MEM 493.082031 1510390313.3925
MEM 493.082031 1510390313.5764
MEM 493.082031 1510390313.7601
MEM 493.082031 1510390313.9442
MEM 493.093750 1510390314.1287
MEM 493.128906 1510390314.3119
MEM 493.167969 1510390314.4947
MEM 493.207031 1510390314.6785
MEM 493.269531 1510390314.8629
MEM 493.339844 1510390315.0489
MEM 493.339844 1510390315.2351
MEM 493.476562 1510390315.4212
MEM 493.570312 1510390315.6073
MEM 493.570312 1510390315.7933
MEM 493.765625 1510390315.9793
MEM 493.765625 1510390316.1651
MEM 493.968750 1510390316.3511
MEM 494.214844 1510390316.5339
MEM 494.320312 1510390316.7177
MEM 495.281250 1510390316.9022
MEM 497.136719 1510390317.0867
MEM 498.707031 1510390317.2683
MEM 499.781250 1510390317.4508
MEM 501.023438 1510390317.6329
MEM 502.238281 1510390317.8145
MEM 503.542969 1510390317.9959
MEM 504.773438 1510390318.1775
MEM 505.863281 1510390318.3592
MEM 507.503906 1510390318.5409
MEM 508.539062 1510390318.7224
MEM 509.855469 1510390318.9039
MEM 511.160156 1510390319.0857
MEM 512.171875 1510390319.2673
MEM 513.390625 1510390319.4486
MEM 514.355469 1510390319.6298
MEM 515.226562 1510390319.8114
MEM 515.292969 1510390319.9942
MEM 515.312500 1510390320.1777
MEM 515.312500 1510390320.3622
MEM 515.312500 1510390320.5460
MEM 515.316406 1510390320.7275
MEM 515.316406 1510390320.9070
MEM 515.316406 1510390321.0873
MEM 515.316406 1510390321.2692
MEM 515.316406 1510390321.4518
MEM 515.328125 1510390321.6347
MEM 515.378906 1510390321.8179
MEM 515.378906 1510390322.0007
MEM 515.378906 1510390322.1836
MEM 515.378906 1510390322.3667
MEM 515.429688 1510390322.5492
MEM 515.429688 1510390322.7319
MEM 515.429688 1510390322.9140
MEM 515.621094 1510390323.0961
MEM 516.367188 1510390323.2779
MEM 516.367188 1510390323.4577
MEM 516.367188 1510390323.6377
MEM 516.367188 1510390323.8175
MEM 516.367188 1510390323.9972
MEM 516.367188 1510390324.1769
MEM 516.367188 1510390324.3567
MEM 516.367188 1510390324.5364
MEM 516.367188 1510390324.7161
MEM 516.367188 1510390324.8984
MEM 516.402344 1510390325.0837
MEM 516.472656 1510390325.2668
CHLD 0 1.816406 1510390325.3525
MEM 516.472656 1510390325.4538
CHLD 0 1.816406 1510390325.5360
CHLD 1 14.882812 1510390325.5364
MEM 516.472656 1510390325.6377
CHLD 0 1.816406 1510390325.7207
CHLD 1 16.859375 1510390325.7210
MEM 516.472656 1510390325.8224
CHLD 0 1.816406 1510390325.9043
CHLD 1 19.625000 1510390325.9046
MEM 516.472656 1510390326.0059
CHLD 0 1.816406 1510390326.0929
CHLD 1 21.375000 1510390326.0933
MEM 516.472656 1510390326.1947
CHLD 0 1.816406 1510390326.2823
CHLD 1 22.746094 1510390326.2827
MEM 516.472656 1510390326.3841
CHLD 0 1.816406 1510390326.4825
CHLD 1 24.375000 1510390326.4828
MEM 516.472656 1510390326.5842
CHLD 0 1.816406 1510390326.6741
CHLD 1 25.855469 1510390326.6744
MEM 516.472656 1510390326.7758
CHLD 0 1.816406 1510390326.8661
CHLD 1 27.667969 1510390326.8664
MEM 516.472656 1510390326.9678
CHLD 0 1.816406 1510390327.0569
CHLD 1 28.902344 1510390327.0573
MEM 516.472656 1510390327.1587
CHLD 0 1.816406 1510390327.2511
CHLD 1 30.132812 1510390327.2514
MEM 516.472656 1510390327.3527
CHLD 0 1.816406 1510390327.4391
CHLD 1 31.464844 1510390327.4395
MEM 516.472656 1510390327.5408
CHLD 0 1.816406 1510390327.6258
CHLD 1 32.480469 1510390327.6262
MEM 516.472656 1510390327.7275
CHLD 0 1.816406 1510390327.8122
CHLD 1 33.089844 1510390327.8125
MEM 516.472656 1510390327.9140
CHLD 0 1.816406 1510390327.9979
CHLD 1 33.660156 1510390327.9982
MEM 516.472656 1510390328.0998
CHLD 0 1.816406 1510390328.1840
CHLD 1 35.066406 1510390328.1843
MEM 516.472656 1510390328.2857
CHLD 0 1.816406 1510390328.3701
CHLD 1 35.066406 1510390328.3704
MEM 516.472656 1510390328.4718
CHLD 0 1.816406 1510390328.5566
CHLD 1 35.269531 1510390328.5569
MEM 516.472656 1510390328.6583
CHLD 0 1.816406 1510390328.7444
CHLD 1 36.351562 1510390328.7447
MEM 516.472656 1510390328.8461
CHLD 0 1.816406 1510390328.9300
CHLD 1 36.871094 1510390328.9303
MEM 516.472656 1510390329.0317
CHLD 0 1.816406 1510390329.1152
CHLD 1 37.429688 1510390329.1155
MEM 516.472656 1510390329.2168
CHLD 0 1.816406 1510390329.3001
CHLD 1 37.246094 1510390329.3004
MEM 516.472656 1510390329.4017
CHLD 0 1.816406 1510390329.4869
CHLD 1 37.695312 1510390329.4872
MEM 516.472656 1510390329.5886
CHLD 0 1.816406 1510390329.6737
CHLD 1 37.910156 1510390329.6741
